folio,deleg,id_guard,guard,esq,fecha_d,fecha_m,fecha_a,hr_ini_h,hr_ini_m,hr_fin_h,hr_fin_m,edad,rechab,sat1,solinsc,internet,tramit,tmpoingr,filtroen,asistllegada,enfllegada,revdesp,revunas,limp,trato2,trato1,total_a,asistsala,nutricion,lactm1,lactm2,lactm3,vacunas,limpsalida,limpsalida2,vigilante,simulacro,alrededores,seguro1,tiempo,sala,conact,actadec,comunic1,comunic5,razon,sat2,recomen,parent,sexo,escolar,Delegacion,InscritosDiciembre2014,TipoGuard
"8,764,017",23,1018,Viva Guarder�a,1,8,9,15,7,42,7,50,43,5,1,1,,1,2,1,1,1,1,1,1,1,1,15,3,1,1,2,2,1,1,1,2,1,1,2,3,5,1,1,1,1,2,9,1,2,1,7,Puebla,218,1
"8,764,020",23,1018,Viva Guarder�a,1,8,9,15,8,19,8,27,25,5,1,3,,,,1,1,1,1,1,1,1,1,20,3,1,5,4,1,1,1,1,1,1,1,2,2,3,1,1,1,3,4,10,1,1,2,9,Puebla,218,1
"8,764,024",23,1018,Viva Guarder�a,1,8,9,15,14,22,14,34,34,5,2,1,,1,1,1,1,1,1,1,2,2,2,15,6,97,1,1,2,1,1,1,1,97,1,2,2,2,1,1,1,3,1,10,1,1,2,8,Puebla,218,1
"8,764,028",23,1018,Viva Guarder�a,1,8,9,15,16,13,16,19,45,4,1,3,,,,1,1,1,1,1,1,1,1,15,2,97,4,4,2,1,1,1,1,97,2,2,3,6,1,1,1,3,2,10,1,1,2,9,Puebla,218,1
"9,322,026",23,1018,Viva Guarder�a,1,8,9,15,8,22,8,30,22,5,1,1,,1,3,1,1,1,1,1,1,1,1,20,3,1,3,3,2,1,1,1,1,1,1,2,4,7,1,1,1,1,1,10,1,2,1,7,Puebla,218,1
"10,337,023",23,1018,Viva Guarder�a,1,8,9,15,7,27,7,36,33,5,1,1,,1,1,1,1,1,1,1,1,1,1,18,2,1,1,4,2,1,1,1,1,1,1,2,4,5,1,1,1,3,4,10,1,2,1,9,Puebla,218,1
"10,337,029",23,1018,Viva Guarder�a,1,8,9,15,8,35,8,45,29,5,2,2,1,,4,1,1,1,1,1,2,2,2,41,3,1,3,3,1,1,2,2,1,2,2,2,3,7,1,1,1,4,2,8,1,2,1,9,Puebla,218,1
"10,337,030",23,1018,Viva Guarder�a,1,8,9,15,13,36,13,40,25,4,1,1,,1,3,1,2,2,2,2,2,1,1,24,6,1,1,3,2,1,2,1,1,1,1,2,2,3,1,1,1,4,2,9,2,1,2,5,Puebla,218,1
"10,337,031",23,1018,Viva Guarder�a,1,8,9,15,14,6,14,14,35,5,1,3,,,,2,,,,,2,1,1,8,3,1,3,4,2,1,1,1,1,2,2,2,2,3,1,1,1,4,1,10,1,1,2,9,Puebla,218,1
"10,337,033",23,1018,Viva Guarder�a,1,8,9,15,14,26,14,37,29,5,1,2,1,,5,1,2,1,1,1,1,2,2,20,3,1,1,2,2,1,1,2,1,2,2,2,1,5,1,1,1,4,2,10,1,2,1,5,Puebla,218,1
"10,337,034",23,1018,Viva Guarder�a,1,8,9,15,14,40,14,50,35,5,1,3,,,,2,,,,,1,1,1,20,3,1,1,1,2,1,1,1,1,97,1,2,2,4,1,1,1,2,1,10,1,1,2,9,Puebla,218,1
"10,337,036",23,1018,Viva Guarder�a,1,8,9,15,15,55,16,3,31,5,1,2,1,,1,1,1,1,1,1,1,1,1,15,4,97,1,1,1,1,1,1,1,1,2,2,1,1,2,,1,4,2,10,1,2,1,9,Puebla,218,1
"7,858,040",23,1023,Centro Infantil un Mundo Ideal,1,10,9,15,7,22,7,30,33,5,2,2,1,,1,1,1,1,1,1,1,1,2,10,5,1,2,2,2,1,1,1,1,2,1,2,3,3,1,1,1,1,4,10,1,2,1,9,Puebla,182,1
"7,858,045",23,1023,Centro Infantil un Mundo Ideal,1,10,9,15,8,1,8,9,32,5,1,2,1,,2,1,1,1,1,1,2,2,1,10,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,2,1,9,1,1,2,9,Puebla,182,1
"7,858,046",23,1023,Centro Infantil un Mundo Ideal,1,10,9,15,8,20,8,26,29,5,2,2,1,,4,1,1,1,1,1,2,2,2,25,5,1,1,2,2,1,1,1,1,1,1,2,3,6,1,1,1,1,4,10,1,2,1,9,Puebla,182,1
"7,858,048",23,1023,Centro Infantil un Mundo Ideal,1,10,9,15,8,37,8,48,30,5,2,2,1,,4,1,1,1,1,1,2,2,2,20,5,1,2,1,1,1,1,2,1,2,2,2,1,1,2,,2,2,5,9,1,2,1,7,Puebla,182,1
"7,858,054",23,1023,Centro Infantil un Mundo Ideal,1,10,9,15,14,20,14,26,48,5,2,2,1,,1,2,,,,,2,2,2,10,5,1,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,2,4,10,1,3,1,5,Puebla,182,1
"7,858,055",23,1023,Centro Infantil un Mundo Ideal,1,10,9,15,14,44,14,50,36,5,1,1,,2,1,1,1,1,1,1,1,1,2,20,5,2,1,2,2,1,1,1,1,1,4,2,3,4,2,,1,2,4,10,1,2,1,9,Puebla,182,1
"7,858,056",23,1023,Centro Infantil un Mundo Ideal,1,10,9,15,14,54,15,2,27,5,2,1,,2,3,1,1,1,1,1,1,1,1,15,3,2,4,3,2,1,1,1,1,2,1,2,1,6,2,,2,2,2,8,1,2,1,9,Puebla,182,1
"7,858,057",23,1023,Centro Infantil un Mundo Ideal,1,10,9,15,15,33,15,37,30,5,1,1,,1,2,1,1,1,1,1,2,1,1,15,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,9,1,2,1,9,Puebla,182,1
"8,279,044",23,1023,Centro Infantil un Mundo Ideal,1,10,9,15,7,23,7,41,36,5,3,1,,1,1,1,1,1,1,1,1,2,1,20,3,1,2,2,2,1,1,1,1,1,1,1,2,8,1,1,1,99,1,8,1,2,1,4,Puebla,182,1
"8,279,047",23,1023,Centro Infantil un Mundo Ideal,1,10,9,15,8,3,8,9,29,5,1,2,1,,2,1,1,1,1,1,2,2,2,30,5,97,2,2,2,1,1,1,1,1,1,2,3,4,1,1,1,1,1,9,1,2,1,7,Puebla,182,1
"8,279,056",23,1023,Centro Infantil un Mundo Ideal,1,10,9,15,14,10,14,16,32,5,2,2,1,,1,1,1,1,1,1,2,1,1,19,6,97,1,1,2,1,1,1,1,1,2,2,3,3,2,,1,2,2,9,1,2,1,9,Puebla,182,1
"8,279,062",23,1023,Centro Infantil un Mundo Ideal,1,10,9,15,15,27,15,31,36,5,2,2,1,,1,1,1,1,1,1,1,1,2,18,3,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,1,2,2,9,1,1,2,8,Puebla,182,1
"8,764,030",23,1023,Centro Infantil un Mundo Ideal,1,10,9,15,7,19,7,24,32,5,1,2,1,,1,2,,,,,1,2,2,10,4,1,5,2,1,1,1,1,1,1,2,2,1,1,1,1,1,3,1,10,1,2,1,9,Puebla,182,1
"8,764,032",23,1023,Centro Infantil un Mundo Ideal,1,10,9,15,7,55,8,1,62,5,2,3,,,,1,2,1,2,1,1,2,2,25,5,2,1,2,2,1,1,1,1,1,2,2,2,3,2,,2,1,4,10,1,3,1,5,Puebla,182,1
"10,337,047",23,1023,Centro Infantil un Mundo Ideal,1,10,9,15,7,54,8,3,26,5,2,2,1,,4,1,1,2,4,2,2,2,2,99,1,1,3,2,2,1,1,2,2,2,4,2,2,8,1,1,1,4,2,9,1,2,1,7,Puebla,182,1
"10,337,048",23,1023,Centro Infantil un Mundo Ideal,1,10,9,15,8,5,8,13,27,5,1,2,2,,1,1,1,1,1,1,1,1,1,15,4,1,1,3,1,1,1,1,1,2,1,2,3,4,1,1,1,2,2,10,1,2,1,9,Puebla,182,1
"10,337,049",23,1023,Centro Infantil un Mundo Ideal,1,10,9,15,8,13,8,20,19,3,1,2,1,,1,2,,,,,1,1,1,10,4,1,3,3,1,1,1,1,2,2,3,2,1,2,1,1,1,4,5,10,1,2,1,8,Puebla,182,1
"10,337,051",23,1023,Centro Infantil un Mundo Ideal,1,10,9,15,8,32,8,41,27,5,1,2,1,,1,1,2,5,1,1,1,1,1,20,99,1,4,4,1,1,1,1,1,2,2,2,3,4,1,1,1,6,2,10,1,2,1,7,Puebla,182,1
"10,337,053",23,1023,Centro Infantil un Mundo Ideal,1,10,9,15,8,51,8,55,25,4,1,1,,1,3,1,2,1,1,1,2,2,2,25,6,2,2,2,1,2,2,2,2,1,2,2,2,99,2,,2,6,4,9,2,1,2,4,Puebla,182,1
"10,337,055",23,1023,Centro Infantil un Mundo Ideal,1,10,9,15,14,18,14,24,40,5,1,3,,,,1,1,1,1,1,1,1,1,99,5,1,99,,,1,1,1,1,1,1,2,3,5,1,1,1,2,2,10,1,1,2,8,Puebla,182,1
"10,337,056",23,1023,Centro Infantil un Mundo Ideal,1,10,9,15,14,35,14,43,35,4,1,1,,1,1,2,,,,,1,1,1,15,4,1,2,3,2,1,1,1,1,1,2,2,3,5,1,1,1,1,4,10,1,3,1,6,Puebla,182,1
"10,337,058",23,1023,Centro Infantil un Mundo Ideal,1,10,9,15,14,52,15,0,28,5,1,2,1,,1,1,1,1,1,1,1,1,1,20,5,1,1,1,2,1,1,1,1,1,1,1,2,4,2,,1,1,2,8,2,3,2,4,Puebla,182,1
"10,337,060",23,1023,Centro Infantil un Mundo Ideal,1,10,9,15,15,18,15,24,26,3,1,2,1,,2,2,,,,,1,1,1,20,5,1,7,,,1,1,1,1,1,1,2,1,4,1,1,1,2,2,7,1,2,1,9,Puebla,182,1
"7,858,089",23,1026,Estancia Infantil Andropolis,1,17,9,15,7,24,7,31,35,4,2,2,2,,1,1,1,1,1,1,2,2,2,19,3,1,2,2,2,1,1,1,1,1,2,2,2,5,1,1,1,2,1,9,1,1,2,7,Puebla,113,1
"7,858,090",23,1026,Estancia Infantil Andropolis,1,17,9,15,7,53,7,57,23,5,1,1,,1,1,1,1,1,1,1,1,1,2,15,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,9,1,2,1,7,Puebla,113,1
"7,858,091",23,1026,Estancia Infantil Andropolis,1,17,9,15,8,3,8,11,41,5,2,2,1,,1,1,1,1,1,1,2,1,1,6,2,1,5,1,1,1,1,1,1,2,1,2,2,2,2,,2,2,1,9,1,2,1,5,Puebla,113,1
"7,858,096",23,1026,Estancia Infantil Andropolis,1,17,9,15,8,37,8,44,33,5,2,1,,1,1,1,1,1,1,1,1,1,1,6,2,1,5,97,1,1,1,1,1,2,1,2,1,1,1,1,1,1,4,10,1,2,1,9,Puebla,113,1
"7,858,099",23,1026,Estancia Infantil Andropolis,1,17,9,15,12,20,12,28,79,5,2,1,,1,1,1,1,1,1,1,1,1,1,15,2,1,1,1,2,1,1,1,1,1,2,2,4,7,1,1,1,2,1,9,1,3,2,9,Puebla,113,1
"7,858,102",23,1026,Estancia Infantil Andropolis,1,17,9,15,14,16,14,23,29,5,1,1,,2,4,1,1,1,1,1,2,2,2,15,2,2,3,1,1,1,1,1,1,2,2,2,4,6,1,1,1,2,2,10,1,2,1,9,Puebla,113,1
"8,279,107",23,1026,Estancia Infantil Andropolis,1,17,9,15,7,52,7,57,32,5,2,1,,1,2,1,2,1,1,1,2,2,2,30,2,1,2,2,2,1,2,2,1,1,2,2,2,6,99,,1,2,2,9,2,2,1,7,Puebla,113,1
"8,279,108",23,1026,Estancia Infantil Andropolis,1,17,9,15,7,57,8,11,32,5,2,2,1,,2,1,1,1,1,1,2,2,2,10,2,97,3,2,2,2,1,1,1,2,1,2,1,5,2,,1,2,4,9,1,2,1,9,Puebla,113,1
"8,279,111",23,1026,Estancia Infantil Andropolis,1,17,9,15,8,25,8,30,28,5,1,2,1,,3,1,1,1,1,1,1,1,1,10,2,97,1,2,2,1,1,1,1,2,1,2,2,5,1,1,1,2,2,10,1,2,1,9,Puebla,113,1
"8,279,112",23,1026,Estancia Infantil Andropolis,1,17,9,15,8,31,8,36,30,5,1,2,1,,4,1,1,1,1,1,1,1,1,15,3,1,3,2,1,1,1,1,1,2,1,2,3,3,1,1,1,2,5,10,1,2,1,9,Puebla,113,1
"8,279,119",23,1026,Estancia Infantil Andropolis,1,17,9,15,14,26,14,30,36,5,1,2,1,,2,1,2,1,1,1,2,2,2,10,2,1,3,1,1,1,1,1,1,1,2,2,2,5,1,1,1,2,1,9,1,2,1,7,Puebla,113,1
"8,279,122",23,1026,Estancia Infantil Andropolis,1,17,9,15,14,43,14,48,39,5,2,2,1,,2,1,1,1,1,1,2,2,2,10,3,1,2,2,2,1,1,2,2,1,2,2,2,4,1,1,1,2,1,8,1,2,1,9,Puebla,113,1
"10,337,083",23,1026,Estancia Infantil Andropolis,1,17,9,15,7,45,7,53,47,5,1,2,1,,2,1,1,1,1,1,1,1,1,4,2,1,5,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,2,10,1,1,2,9,Puebla,113,1
"10,337,084",23,1026,Estancia Infantil Andropolis,1,17,9,15,7,55,8,0,26,3,1,3,,,,2,,,,,1,1,1,99,99,1,99,,,97,1,1,1,2,1,2,1,3,99,,1,2,2,9,1,4,1,7,Puebla,113,1
"10,337,089",23,1026,Estancia Infantil Andropolis,1,17,9,15,8,48,8,54,33,5,1,2,1,,3,1,1,1,1,1,1,1,1,20,2,1,4,4,2,1,1,1,1,1,1,2,3,8,1,1,1,2,2,10,1,2,1,9,Puebla,113,1
"10,337,090",23,1026,Estancia Infantil Andropolis,1,17,9,15,12,2,12,11,38,5,2,1,,1,2,1,1,1,1,1,2,2,2,10,2,1,7,,,1,1,1,1,97,1,2,1,5,1,1,2,2,4,9,1,2,1,7,Puebla,113,1
"8,279,151",23,103,Guarder�a Infantil Girasol,1,23,9,15,8,2,8,8,20,5,2,2,1,,1,1,1,1,1,1,2,2,2,12,2,1,1,1,2,1,1,1,1,2,2,2,1,3,1,1,1,1,2,9,1,1,2,7,Puebla,71,1
"8,279,152",23,103,Guarder�a Infantil Girasol,1,23,9,15,8,8,8,14,28,5,2,1,,1,1,1,2,1,1,1,1,2,2,12,2,97,3,2,1,1,1,1,1,2,2,2,1,5,1,1,1,2,2,8,1,2,1,7,Puebla,71,1
"8,279,153",23,103,Guarder�a Infantil Girasol,1,23,9,15,8,19,8,24,24,5,1,1,,1,1,1,1,1,1,1,2,2,2,10,3,97,3,3,2,1,1,1,1,1,3,2,1,8,1,1,1,1,4,9,1,2,1,6,Puebla,71,1
"8,279,154",23,103,Guarder�a Infantil Girasol,1,23,9,15,8,26,8,35,31,5,1,2,1,,2,1,1,1,1,1,2,1,2,15,3,1,3,3,2,1,2,2,5,2,2,2,3,7,1,1,2,1,2,9,1,1,2,9,Puebla,71,1
"8,279,159",23,103,Guarder�a Infantil Girasol,1,23,9,15,13,6,13,11,32,5,2,1,,1,1,1,1,1,1,1,1,1,1,6,2,1,2,1,1,1,2,1,1,1,1,2,1,3,1,1,1,2,1,8,1,2,1,6,Puebla,71,1
"8,279,162",23,103,Guarder�a Infantil Girasol,1,23,9,15,14,6,14,15,23,5,2,1,,99,1,1,1,1,1,1,1,1,1,6,2,1,3,2,1,1,1,1,2,1,5,2,2,2,2,,1,1,2,9,1,1,2,7,Puebla,71,1
"8,279,163",23,103,Guarder�a Infantil Girasol,1,23,9,15,14,16,14,20,26,5,2,1,,1,2,1,2,1,1,1,1,1,1,6,3,1,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,5,9,1,1,2,6,Puebla,71,1
"8,279,165",23,103,Guarder�a Infantil Girasol,1,23,9,15,14,49,14,53,24,5,1,1,,1,1,1,1,1,1,1,2,2,2,12,3,1,2,1,1,1,1,1,1,1,2,2,1,3,1,1,1,2,1,9,1,1,2,6,Puebla,71,1
"8,279,166",23,103,Guarder�a Infantil Girasol,1,23,9,15,14,51,14,55,36,5,2,1,,1,2,1,1,1,1,1,2,2,2,10,2,1,2,1,2,1,1,1,2,1,2,2,3,8,1,1,1,1,5,9,2,2,1,8,Puebla,71,1
"9,729,075",23,103,Guarder�a Infantil Girasol,1,23,9,15,8,4,8,10,27,5,2,1,,1,1,1,1,1,1,1,1,1,1,10,2,1,4,4,2,1,1,1,1,2,1,2,1,3,1,1,1,1,4,10,1,2,1,7,Puebla,71,1
"9,729,077",23,103,Guarder�a Infantil Girasol,1,23,9,15,8,20,8,30,35,5,1,2,1,,1,1,1,2,1,1,2,1,1,10,3,1,2,4,2,1,1,1,1,1,2,2,2,7,1,1,1,5,1,9,1,1,2,9,Puebla,71,1
"9,729,078",23,103,Guarder�a Infantil Girasol,1,23,9,15,8,32,8,43,36,5,2,1,,1,1,1,1,4,1,1,1,2,2,12,2,2,3,4,1,1,1,2,1,2,4,2,5,9,1,1,1,7,1,7,1,2,1,5,Puebla,71,1
"9,729,079",23,103,Guarder�a Infantil Girasol,1,23,9,15,10,2,10,10,42,5,1,1,,1,1,1,1,1,1,1,1,1,1,10,2,1,1,2,2,1,1,2,5,1,4,2,3,5,1,1,1,4,1,9,1,1,2,9,Puebla,71,1
"9,729,081",23,103,Guarder�a Infantil Girasol,1,23,9,15,13,31,13,37,29,5,1,1,,1,1,1,1,1,1,1,1,1,1,10,2,1,2,3,2,1,1,1,1,2,2,2,1,5,1,1,1,7,1,9,1,2,1,6,Puebla,71,1
"9,729,083",23,103,Guarder�a Infantil Girasol,1,23,9,15,14,9,14,16,31,4,2,1,,1,1,1,1,1,1,1,1,1,1,12,3,1,2,2,2,1,1,1,1,2,1,2,2,7,1,1,1,4,1,9,1,1,2,6,Puebla,71,1
"7,858,107",23,1031,Estancia Infantil ITAN,1,18,9,15,7,35,7,41,29,5,2,2,1,,1,1,1,1,1,1,2,1,2,12,1,1,2,3,2,1,1,1,5,2,1,2,1,4,1,1,1,2,2,8,1,2,1,9,Puebla,98,1
"7,858,112",23,1031,Estancia Infantil ITAN,1,18,9,15,8,0,8,7,36,5,2,2,1,,1,1,1,1,1,1,1,2,2,18,3,1,3,3,1,1,1,1,1,2,1,2,3,4,1,1,1,2,4,10,1,2,1,9,Puebla,98,1
"7,858,115",23,1031,Estancia Infantil ITAN,1,18,9,15,8,16,8,22,39,5,1,1,,1,1,1,1,1,1,1,2,1,1,12,3,1,3,2,2,1,1,1,5,2,1,2,1,3,1,1,1,2,4,10,1,1,2,9,Puebla,98,1
"7,858,119",23,1031,Estancia Infantil ITAN,1,18,9,15,13,47,13,53,50,5,2,1,,1,1,2,,,,,1,1,1,12,2,1,3,3,2,1,1,1,1,1,1,2,3,10,1,1,1,1,1,9,1,3,2,5,Puebla,98,1
"7,858,121",23,1031,Estancia Infantil ITAN,1,18,9,15,14,7,14,16,59,5,2,3,,,,2,,,,,1,2,1,12,2,1,1,2,99,1,1,1,1,99,1,2,2,4,1,1,1,1,1,10,1,3,1,3,Puebla,98,1
"7,858,122",23,1031,Estancia Infantil ITAN,1,18,9,15,14,23,14,31,52,5,1,1,,1,1,1,1,1,1,4,2,2,2,10,3,99,7,,,1,1,1,5,2,2,2,3,4,2,,1,1,1,9,1,3,1,6,Puebla,98,1
"8,279,128",23,1031,Estancia Infantil ITAN,1,18,9,15,8,7,8,12,36,5,1,1,,1,1,1,1,1,1,1,2,2,2,20,4,1,1,1,2,1,1,1,1,1,1,2,3,7,1,1,1,1,4,9,1,2,1,9,Puebla,98,1
"8,279,133",23,1031,Estancia Infantil ITAN,1,18,9,15,13,31,13,35,26,5,2,2,1,,2,1,2,1,1,1,2,2,2,10,3,1,2,1,2,1,1,1,1,1,1,2,2,3,1,1,1,2,2,8,1,1,2,7,Puebla,98,1
"8,279,134",23,1031,Estancia Infantil ITAN,1,18,9,15,13,34,13,39,28,5,2,2,1,,1,1,1,1,1,1,2,2,2,10,2,97,2,1,2,1,1,1,2,2,2,2,1,4,1,1,2,2,2,9,1,1,2,9,Puebla,98,1
"9,729,039",23,1031,Estancia Infantil ITAN,1,18,9,15,7,15,7,22,42,5,1,1,,1,3,1,1,1,1,1,1,1,1,12,4,1,2,3,2,1,1,1,1,1,1,2,3,4,1,1,1,1,4,10,1,2,1,9,Puebla,98,1
"9,729,042",23,1031,Estancia Infantil ITAN,1,18,9,15,8,2,8,9,35,5,1,1,,1,3,1,1,1,1,1,1,1,1,12,3,1,1,2,2,1,1,1,1,1,1,2,2,4,1,1,1,4,1,9,1,2,1,9,Puebla,98,1
"9,729,043",23,1031,Estancia Infantil ITAN,1,18,9,15,8,12,8,18,67,4,1,1,,1,2,1,1,1,1,1,2,2,2,12,3,1,99,,,1,1,1,1,2,1,2,2,8,1,1,1,7,1,9,1,3,2,5,Puebla,98,1
"9,729,048",23,1031,Estancia Infantil ITAN,1,18,9,15,13,26,13,34,35,5,1,1,,1,1,1,1,1,1,1,1,1,1,10,2,1,3,4,2,1,1,1,1,1,1,2,3,5,1,1,1,7,1,9,1,2,1,9,Puebla,98,1
"9,729,049",23,1031,Estancia Infantil ITAN,1,18,9,15,13,35,13,42,21,5,1,1,,1,1,1,1,1,1,1,1,1,1,15,3,1,2,3,2,1,1,1,1,2,1,2,3,4,1,1,1,2,2,10,1,2,1,9,Puebla,98,1
"9,729,050",23,1031,Estancia Infantil ITAN,1,18,9,15,13,48,13,56,53,4,1,1,,1,1,2,,,,,1,1,1,8,2,97,3,2,1,1,1,1,1,2,1,2,2,2,1,1,1,7,1,8,1,3,1,6,Puebla,98,1
"9,729,051",23,1031,Estancia Infantil ITAN,1,18,9,15,14,6,14,13,20,5,2,1,,1,1,1,1,1,1,1,1,1,1,12,3,1,2,3,2,1,1,1,1,1,1,2,3,6,1,1,1,1,1,9,1,1,2,5,Puebla,98,1
"8,494,051",23,1032,Estancias Infantiles Mundo Feliz,1,24,9,15,7,40,7,48,27,5,1,3,,,,1,1,1,1,1,1,1,1,20,2,1,3,4,1,1,1,1,1,1,2,2,3,4,1,1,1,1,1,10,1,1,2,7,Puebla,65,1
"8,494,052",23,1032,Estancias Infantiles Mundo Feliz,1,24,9,15,7,52,7,59,29,5,2,2,1,,1,1,1,1,1,1,2,2,2,5,1,97,5,2,1,1,1,1,1,2,1,2,1,1,1,1,1,6,1,9,1,2,1,5,Puebla,65,1
"8,494,056",23,1032,Estancias Infantiles Mundo Feliz,1,24,9,15,8,28,8,32,25,2,1,1,,1,2,1,1,1,1,1,2,1,1,15,3,2,2,2,1,1,1,1,1,1,2,2,2,3,2,,1,97,3,7,2,2,1,8,Puebla,65,1
"8,494,060",23,1032,Estancias Infantiles Mundo Feliz,1,24,9,15,9,1,9,9,22,5,1,1,,1,1,1,1,1,1,1,2,2,1,10,2,1,5,1,1,1,2,2,1,97,1,2,1,1,1,1,1,1,2,10,1,2,1,5,Puebla,65,1
"8,494,061",23,1032,Estancias Infantiles Mundo Feliz,1,24,9,15,12,35,12,42,31,5,1,1,,1,1,1,1,1,1,1,1,2,2,25,3,1,1,2,2,1,1,1,1,1,2,2,3,5,1,1,1,3,5,10,1,2,1,9,Puebla,65,1
"8,494,062",23,1032,Estancias Infantiles Mundo Feliz,1,24,9,15,12,47,12,55,33,5,1,1,,1,1,1,1,1,1,1,1,1,1,10,2,1,4,2,2,1,1,2,1,1,1,2,4,8,1,1,1,1,1,10,1,2,1,9,Puebla,65,1
"8,494,063",23,1032,Estancias Infantiles Mundo Feliz,1,24,9,15,13,0,13,6,35,5,2,1,,1,1,1,1,1,1,2,2,2,2,13,2,1,2,1,2,1,1,1,1,1,2,2,3,5,1,1,1,1,2,9,1,2,1,7,Puebla,65,1
"8,494,068",23,1032,Estancias Infantiles Mundo Feliz,1,24,9,15,14,58,15,7,36,5,1,2,1,,1,1,1,1,1,1,1,2,2,20,2,1,4,4,2,1,1,1,1,1,1,2,4,6,1,1,1,1,2,10,2,2,1,2,Puebla,65,1
"10,337,119",23,1032,Estancias Infantiles Mundo Feliz,1,24,9,15,7,38,7,46,60,5,1,3,,,,1,1,1,1,1,1,1,1,99,99,1,1,2,2,1,1,1,1,2,1,2,3,4,1,1,1,1,5,10,1,3,1,2,Puebla,65,1
"10,337,120",23,1032,Estancias Infantiles Mundo Feliz,1,24,9,15,7,49,7,56,29,5,2,1,,1,1,1,1,1,1,1,2,1,1,10,2,1,1,3,2,1,1,1,1,1,2,2,3,3,1,1,1,1,1,9,1,2,1,5,Puebla,65,1
"10,337,121",23,1032,Estancias Infantiles Mundo Feliz,1,24,9,15,7,56,8,3,29,5,2,1,,1,1,1,1,1,1,1,2,2,2,20,3,2,3,4,2,1,1,2,2,1,1,2,3,4,2,,1,1,1,8,1,2,1,7,Puebla,65,1
"10,337,123",23,1032,Estancias Infantiles Mundo Feliz,1,24,9,15,8,29,8,36,25,5,2,1,,1,1,1,1,1,1,1,2,2,2,10,2,1,2,1,2,1,1,1,4,1,1,2,2,5,1,1,1,1,2,8,1,1,2,5,Puebla,65,1
"10,337,124",23,1032,Estancias Infantiles Mundo Feliz,1,24,9,15,8,37,8,45,22,5,2,3,,,,2,,,,,2,2,2,99,99,1,1,3,2,1,1,1,1,1,1,2,3,5,1,1,1,1,1,8,1,4,1,8,Puebla,65,1
"10,337,127",23,1032,Estancias Infantiles Mundo Feliz,1,24,9,15,12,42,12,50,22,5,1,1,,1,1,1,1,1,1,1,1,2,2,10,2,1,2,3,2,1,1,1,1,1,1,2,2,4,1,1,1,3,5,10,1,2,1,9,Puebla,65,1
"10,337,128",23,1032,Estancias Infantiles Mundo Feliz,1,24,9,15,12,51,13,15,22,5,1,1,,1,1,1,1,1,1,1,1,2,1,15,2,1,4,4,1,1,1,1,1,1,1,2,4,6,1,1,1,5,2,10,1,2,1,7,Puebla,65,1
"10,337,129",23,1032,Estancias Infantiles Mundo Feliz,1,24,9,15,13,15,13,22,30,2,2,1,,1,1,2,,,,,2,2,2,23,3,1,4,3,2,1,1,1,1,1,2,2,3,6,1,1,1,1,2,9,1,2,1,9,Puebla,65,1
"10,337,133",23,1032,Estancias Infantiles Mundo Feliz,1,24,9,15,14,58,15,5,38,5,2,1,,1,1,1,1,1,1,1,2,2,2,9,2,1,3,3,1,1,1,2,1,1,1,2,3,4,1,1,1,6,2,8,1,2,1,5,Puebla,65,1
"7,858,031",23,998,Guarder�a Ordinaria G - 0001 PUEBLA,2,9,9,15,14,2,14,13,30,5,1,1,,1,2,1,1,1,1,1,1,1,1,16,5,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,3,10,1,2,1,9,Puebla,184,2
"7,858,038",23,998,Guarder�a Ordinaria G - 0001 PUEBLA,2,9,9,15,17,51,17,59,31,5,1,1,,1,1,1,1,1,1,2,2,4,2,15,4,2,3,97,1,1,1,1,1,2,1,2,2,2,2,,2,2,2,8,1,2,1,9,Puebla,184,2
"8,279,036",23,998,Guarder�a Ordinaria G - 0001 PUEBLA,2,9,9,15,8,9,8,20,39,4,2,1,,1,1,1,2,1,1,1,2,2,2,25,3,2,3,1,2,1,1,1,1,2,2,1,3,6,1,1,2,1,1,9,2,2,1,7,Puebla,184,2
"8,279,037",23,998,Guarder�a Ordinaria G - 0001 PUEBLA,2,9,9,15,8,20,8,28,36,5,2,1,,1,1,1,1,1,1,1,1,1,1,15,4,1,4,97,1,1,1,1,1,1,2,2,2,7,1,1,1,1,4,10,1,2,1,9,Puebla,184,2
"8,279,040",23,998,Guarder�a Ordinaria G - 0001 PUEBLA,2,9,9,15,15,54,16,6,22,5,3,1,,2,1,1,1,1,1,1,2,3,2,31,3,97,7,,,1,1,2,1,2,1,1,2,7,2,,1,1,1,8,1,2,1,7,Puebla,184,2
"8,494,029",23,998,Guarder�a Ordinaria G - 0001 PUEBLA,2,9,9,15,7,21,7,28,39,4,2,1,,1,1,1,1,1,1,1,1,1,1,15,3,97,1,3,2,1,1,1,1,1,1,2,4,5,1,1,1,1,7,10,1,2,1,7,Puebla,184,2
