folio,deleg,id_guard,guard,esq,fecha_d,fecha_m,fecha_a,hr_ini_h,hr_ini_m,hr_fin_h,hr_fin_m,edad,rechab,sat1,solinsc,internet,tramit,tmpoingr,filtroen,asistllegada,enfllegada,revdesp,revunas,limp,trato2,trato1,total_a,asistsala,nutricion,lactm1,lactm2,lactm3,vacunas,limpsalida,limpsalida2,vigilante,simulacro,alrededores,seguro1,tiempo,sala,conact,actadec,comunic1,comunic5,razon,sat2,recomen,parent,sexo,escolar,Delegacion,InscritosDiciembre2014,TipoGuard
"10,852,014",1,1,Guarderia Ordinaria G - 0001 AGUASCALIENTES,2,7,9,15,16,3,16,10,28,4,2,1,,1,4,1,1,1,1,1,2,2,2,35,2,97,1,2,2,1,2,4,1,1,2,2,4,7,2,,1,1,2,7,2,2,1,9,Aguascalientes,337,2
"9,225,004",2,28,Mi Escuelita Montessori,1,7,9,15,7,53,8,2,36,5,1,1,,1,2,1,1,1,1,1,1,2,1,22,3,99,1,3,2,1,1,1,1,2,1,2,1,4,1,1,99,2,1,9,1,2,1,7,Baja California,232,1
"9,225,009",2,28,Mi Escuelita Montessori,1,7,9,15,10,42,10,49,40,5,1,1,,1,1,1,1,1,1,1,1,2,2,99,4,99,7,,,1,1,1,2,2,1,2,1,2,1,1,1,1,4,9,1,2,1,7,Baja California,232,1
"9,225,010",2,28,Mi Escuelita Montessori,1,7,9,15,14,30,14,39,48,5,2,1,,1,3,1,1,1,1,1,2,2,2,20,4,1,3,4,2,1,1,1,1,1,2,2,3,5,1,1,1,1,1,8,1,1,2,9,Baja California,232,1
"9,225,012",2,28,Mi Escuelita Montessori,1,7,9,15,15,11,15,17,28,5,2,1,,1,1,1,1,2,1,1,2,1,1,15,3,1,2,3,2,1,1,1,1,2,2,2,2,6,1,1,1,1,1,8,1,2,1,7,Baja California,232,1
"9,336,003",2,28,Mi Escuelita Montessori,1,7,9,15,7,38,7,46,28,5,1,1,,1,2,1,1,1,1,1,1,1,1,15,3,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,8,2,2,1,9,Baja California,232,1
"9,336,006",2,28,Mi Escuelita Montessori,1,7,9,15,8,24,8,32,35,5,1,1,,1,1,1,1,1,1,1,2,2,2,15,2,1,2,4,2,1,1,1,1,2,1,2,2,5,1,1,1,2,2,10,1,2,1,7,Baja California,232,1
"9,336,007",2,28,Mi Escuelita Montessori,1,7,9,15,8,53,9,1,31,5,1,1,,1,2,1,1,1,1,1,1,2,1,15,2,1,3,4,2,1,1,1,1,2,1,2,2,6,1,1,1,2,2,8,1,1,2,7,Baja California,232,1
"9,336,012",2,28,Mi Escuelita Montessori,1,7,9,15,15,26,15,31,23,4,2,1,,1,1,1,1,1,1,1,2,2,2,10,3,1,2,3,2,1,1,1,1,2,2,2,2,3,1,1,1,3,1,9,1,1,2,5,Baja California,232,1
"9,336,013",2,28,Mi Escuelita Montessori,1,7,9,15,15,45,15,52,22,5,2,1,,1,3,1,1,1,1,1,2,2,2,22,5,1,2,3,2,1,1,1,1,1,2,2,1,5,1,1,1,1,2,9,1,2,1,7,Baja California,232,1
"9,336,096",2,29,Estancia Infantil de Industriales de Otay,1,23,9,15,6,42,6,50,35,5,2,1,,1,1,1,1,1,1,1,2,2,2,20,3,1,2,3,2,1,1,1,2,2,2,2,3,5,1,1,1,2,2,9,2,2,1,7,Baja California,103,1
"9,336,097",2,29,Estancia Infantil de Industriales de Otay,1,23,9,15,6,57,7,4,29,5,2,1,,1,2,1,1,1,1,1,2,2,2,15,3,97,7,,,1,1,1,2,2,1,2,2,4,1,1,1,2,2,9,2,2,1,5,Baja California,103,1
"9,336,100",2,29,Estancia Infantil de Industriales de Otay,1,23,9,15,7,57,8,7,31,5,2,1,,1,2,1,1,1,1,1,2,2,2,20,3,1,2,3,2,1,1,1,5,2,1,2,3,9,1,1,1,1,2,10,1,2,1,5,Baja California,103,1
"9,336,101",2,29,Estancia Infantil de Industriales de Otay,1,23,9,15,8,8,8,19,26,5,2,1,,1,1,1,1,1,1,1,2,2,2,15,3,97,2,3,2,1,1,1,5,2,2,2,2,7,1,1,1,1,2,9,2,2,1,5,Baja California,103,1
"9,336,102",2,29,Estancia Infantil de Industriales de Otay,1,23,9,15,8,20,8,28,22,5,2,1,,1,1,1,1,1,1,1,2,2,2,12,3,1,2,3,2,1,1,1,5,2,2,2,1,5,1,1,1,1,2,9,2,1,2,7,Baja California,103,1
"9,336,103",2,29,Estancia Infantil de Industriales de Otay,1,23,9,15,8,30,8,35,36,5,2,1,,1,2,1,1,1,1,1,2,2,2,15,2,1,7,,,1,1,1,5,2,1,2,3,7,1,1,1,2,2,9,2,2,1,5,Baja California,103,1
"9,336,104",2,29,Estancia Infantil de Industriales de Otay,1,23,9,15,8,40,8,48,26,5,2,1,,1,1,1,1,1,1,1,2,2,2,15,2,1,2,3,2,1,1,1,1,2,2,2,2,4,1,1,1,1,2,9,2,2,1,5,Baja California,103,1
"9,336,105",2,29,Estancia Infantil de Industriales de Otay,1,23,9,15,9,0,9,10,29,5,2,1,,1,2,1,1,1,1,1,2,2,2,12,3,97,3,3,2,1,1,1,5,2,2,2,3,5,1,1,1,2,2,9,2,2,1,6,Baja California,103,1
"9,336,106",2,29,Estancia Infantil de Industriales de Otay,1,23,9,15,10,11,10,20,26,5,2,1,,1,2,1,1,1,1,1,2,2,2,13,3,97,2,3,2,1,1,1,4,2,2,2,3,7,1,1,1,2,2,9,2,2,1,6,Baja California,103,1
"9,336,108",2,29,Estancia Infantil de Industriales de Otay,1,23,9,15,10,54,11,1,33,5,2,1,,1,1,1,1,1,1,1,2,2,2,15,3,1,2,3,2,1,1,1,1,2,2,2,3,4,1,1,1,2,2,9,2,2,1,7,Baja California,103,1
"9,566,121",2,29,Estancia Infantil de Industriales de Otay,1,23,9,15,6,41,6,48,27,5,2,1,,1,1,1,1,1,1,1,2,2,2,20,3,97,7,,,1,1,1,1,2,2,2,2,4,1,1,1,1,1,9,2,1,2,6,Baja California,103,1
"9,566,122",2,29,Estancia Infantil de Industriales de Otay,1,23,9,15,7,3,7,7,23,5,2,1,,1,1,1,1,1,1,1,2,2,2,18,3,97,2,3,2,1,1,1,1,2,2,2,1,3,1,1,1,1,2,9,2,2,1,5,Baja California,103,1
"9,566,123",2,29,Estancia Infantil de Industriales de Otay,1,23,9,15,7,44,7,52,25,5,2,1,,1,1,1,1,1,1,1,2,2,2,18,3,97,7,,,1,1,1,1,2,2,2,3,6,1,1,1,1,2,9,2,2,1,5,Baja California,103,1
"9,566,124",2,29,Estancia Infantil de Industriales de Otay,1,23,9,15,7,59,8,9,28,5,2,1,,1,1,1,1,1,1,1,2,2,2,18,4,97,7,,,1,2,1,4,2,2,2,2,4,1,1,1,1,2,9,2,2,1,5,Baja California,103,1
"9,566,125",2,29,Estancia Infantil de Industriales de Otay,1,23,9,15,8,10,8,17,27,5,2,1,,1,1,1,1,1,1,1,2,2,2,19,3,97,2,3,2,1,1,1,4,2,2,2,2,6,1,1,1,1,4,9,2,2,1,5,Baja California,103,1
"9,566,126",2,29,Estancia Infantil de Industriales de Otay,1,23,9,15,8,18,8,25,30,5,2,1,,1,1,1,1,1,1,1,2,2,2,16,3,1,2,4,2,1,1,1,4,2,2,2,3,7,1,1,1,1,2,9,2,1,2,6,Baja California,103,1
"9,566,128",2,29,Estancia Infantil de Industriales de Otay,1,23,9,15,8,48,8,56,25,5,2,1,,1,1,1,1,1,1,1,2,2,2,15,3,1,7,,,1,1,1,5,2,2,2,2,4,1,1,1,1,2,9,2,1,2,6,Baja California,103,1
"9,566,130",2,29,Estancia Infantil de Industriales de Otay,1,23,9,15,10,23,10,30,29,5,2,1,,1,1,1,1,1,1,1,2,2,2,15,3,1,7,,,1,1,1,1,2,2,2,1,2,1,1,1,1,2,9,2,2,1,5,Baja California,103,1
"9,566,132",2,29,Estancia Infantil de Industriales de Otay,1,23,9,15,11,18,11,24,27,5,2,1,,1,1,1,1,1,1,1,2,2,2,17,3,97,7,,,1,1,1,4,2,2,2,2,4,1,1,1,1,2,9,2,1,2,6,Baja California,103,1
"9,225,028",2,36,Centro Infantil el Florido,1,9,9,15,7,31,7,36,27,5,2,1,,1,1,1,1,1,1,1,2,2,2,15,2,1,7,,,1,1,1,1,2,2,2,3,6,1,1,1,2,2,10,1,2,1,7,Baja California,214,1
"9,225,029",2,36,Centro Infantil el Florido,1,9,9,15,7,48,7,56,36,5,2,1,,1,2,1,1,1,1,1,2,1,2,15,2,1,3,3,2,1,1,1,1,2,2,2,2,4,1,1,1,2,2,10,1,1,2,6,Baja California,214,1
"9,225,031",2,36,Centro Infantil el Florido,1,9,9,15,8,0,8,6,39,5,2,1,,1,1,1,1,1,1,1,1,2,2,20,3,1,1,2,2,1,1,1,1,2,2,2,4,6,1,1,1,3,2,9,2,2,1,9,Baja California,214,1
"9,225,032",2,36,Centro Infantil el Florido,1,9,9,15,8,10,8,26,42,5,2,1,,1,2,1,1,1,1,1,1,1,1,20,3,1,2,3,2,1,1,1,1,2,2,2,3,6,1,1,1,2,1,9,2,1,2,5,Baja California,214,1
"9,225,033",2,36,Centro Infantil el Florido,1,9,9,15,13,5,13,11,32,5,2,1,,1,2,1,1,1,1,1,1,1,2,15,3,1,7,,,1,1,1,1,1,2,2,2,5,1,1,1,1,2,9,1,2,1,6,Baja California,214,1
"9,225,034",2,36,Centro Infantil el Florido,1,9,9,15,16,6,16,14,36,5,2,1,,1,2,1,1,1,1,1,1,1,1,18,3,1,5,3,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,9,1,2,1,7,Baja California,214,1
"9,225,035",2,36,Centro Infantil el Florido,1,9,9,15,16,41,16,46,26,5,1,1,,1,1,1,1,1,1,1,1,2,2,20,3,1,2,1,2,1,1,2,1,2,1,2,3,4,1,1,1,2,2,9,1,2,1,8,Baja California,214,1
"9,336,027",2,36,Centro Infantil el Florido,1,9,9,15,7,29,7,38,23,5,2,1,,1,2,1,1,1,1,1,1,2,2,18,3,1,5,3,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,9,2,2,1,5,Baja California,214,1
"9,336,028",2,36,Centro Infantil el Florido,1,9,9,15,7,43,7,48,34,5,1,1,,1,1,1,1,1,1,1,2,2,2,15,3,1,3,3,1,1,1,1,1,2,2,2,3,5,1,1,1,1,2,9,2,2,1,9,Baja California,214,1
"9,336,029",2,36,Centro Infantil el Florido,1,9,9,15,7,50,7,55,23,5,2,1,,1,1,1,1,1,1,1,1,1,2,15,2,1,7,,,1,1,1,1,2,2,2,2,5,1,1,1,2,2,9,2,2,1,9,Baja California,214,1
"9,336,030",2,36,Centro Infantil el Florido,1,9,9,15,8,12,8,23,36,5,1,1,,1,1,1,2,1,1,2,2,3,2,15,3,99,4,4,1,1,2,2,2,2,2,2,3,5,99,,1,2,1,8,2,2,1,9,Baja California,214,1
"9,336,031",2,36,Centro Infantil el Florido,1,9,9,15,11,45,11,50,32,5,2,1,,1,2,1,1,1,1,1,1,2,2,20,3,1,7,,,1,1,1,3,2,2,2,3,4,1,1,1,3,2,9,1,1,2,7,Baja California,214,1
"9,336,033",2,36,Centro Infantil el Florido,1,9,9,15,16,58,17,3,22,5,1,1,,1,2,1,1,1,1,1,1,2,2,15,3,1,1,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,9,1,2,1,5,Baja California,214,1
"9,566,031",2,36,Centro Infantil el Florido,1,9,9,15,8,12,8,17,38,5,1,1,,1,1,1,1,1,1,1,1,2,2,20,4,1,2,4,1,1,1,1,1,2,2,2,2,3,1,1,1,2,1,9,1,2,1,9,Baja California,214,1
"9,566,038",2,36,Centro Infantil el Florido,1,9,9,15,17,3,17,7,21,5,1,1,,1,2,1,1,1,1,1,2,2,2,40,3,1,7,,,1,1,1,1,2,2,2,3,5,1,1,1,1,2,9,2,2,1,7,Baja California,214,1
"9,323,091",2,42,El Castillo de los Ninos,1,23,9,15,7,32,7,36,46,5,2,3,,,,1,1,1,1,2,1,2,1,99,99,1,7,,,1,1,1,2,1,2,2,2,3,1,1,1,1,4,9,1,2,1,8,Baja California,192,1
"9,323,099",2,42,El Castillo de los Ninos,1,23,9,15,9,2,9,9,35,5,1,1,,2,3,1,1,1,1,1,1,2,1,99,2,2,2,4,2,1,1,1,99,2,1,2,2,3,1,1,1,2,1,10,1,2,1,7,Baja California,192,1
"10,087,081",2,42,El Castillo de los Ninos,1,23,9,15,7,34,7,40,25,4,1,3,,,,1,1,1,1,1,2,1,1,99,3,1,99,,,1,1,1,1,2,1,2,3,3,1,1,1,1,2,9,1,4,1,6,Baja California,192,1
"10,087,084",2,42,El Castillo de los Ninos,1,23,9,15,9,5,9,9,39,5,1,1,,1,2,1,1,1,1,1,1,2,2,17,4,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,4,9,1,2,1,7,Baja California,192,1
"9,323,048",2,44,Guarderia Carrusel,1,11,9,15,8,9,8,13,30,5,1,3,,,,1,1,1,1,1,2,1,1,15,3,1,2,3,2,1,1,1,2,1,2,2,3,6,1,1,1,2,2,10,1,2,1,4,Baja California,87,1
"9,323,050",2,44,Guarderia Carrusel,1,11,9,15,15,51,15,56,36,5,2,1,,1,3,1,1,1,1,1,1,1,2,13,3,1,7,,,1,1,1,2,1,2,1,3,6,1,1,1,2,2,10,1,2,1,5,Baja California,87,1
"10,087,040",2,44,Guarderia Carrusel,1,11,9,15,7,8,7,16,25,5,1,1,,1,1,1,1,1,1,1,1,1,2,10,2,1,2,3,2,1,1,1,1,1,1,2,2,2,1,1,1,1,3,10,1,2,1,5,Baja California,87,1
"10,087,046",2,44,Guarderia Carrusel,1,11,9,15,8,10,8,15,28,5,2,1,,2,3,1,1,1,1,1,1,1,1,21,3,1,2,3,2,1,1,1,1,1,4,2,4,6,1,1,1,1,2,9,1,2,1,5,Baja California,87,1
"10,087,058",2,44,Guarderia Carrusel,1,11,9,15,17,6,17,15,34,5,1,2,1,,1,1,1,1,1,1,1,1,2,99,3,1,5,2,1,1,1,1,5,1,2,2,2,2,1,1,1,1,1,10,1,2,1,5,Baja California,87,1
"8,443,007",2,46,Guarderia Infantil Carrusel,1,9,9,15,7,12,7,45,32,5,2,1,,1,1,1,1,2,1,1,2,2,2,12,2,1,3,2,2,1,1,1,3,1,2,2,3,4,1,1,1,1,3,10,1,2,1,6,Baja California,167,1
"9,323,017",2,46,Guarderia Infantil Carrusel,1,9,9,15,6,49,6,55,31,4,2,1,,1,2,1,1,1,1,1,2,2,2,99,2,99,1,2,1,1,1,2,4,2,4,2,2,2,1,1,1,1,7,9,1,2,1,7,Baja California,167,1
"9,323,019",2,46,Guarderia Infantil Carrusel,1,9,9,15,7,53,8,0,26,5,2,1,,1,1,1,1,1,1,1,1,1,1,20,3,1,2,2,2,1,1,2,1,1,2,2,3,3,1,1,1,1,3,9,1,2,1,8,Baja California,167,1
"9,323,061",2,46,Guarderia Infantil Carrusel,1,14,9,15,7,8,7,13,58,5,1,1,,1,1,1,1,1,1,1,2,2,2,25,3,1,2,2,2,1,1,2,2,1,2,2,4,5,1,1,1,1,7,10,1,3,1,3,Baja California,167,1
"10,087,020",2,46,Guarderia Infantil Carrusel,1,9,9,15,7,40,7,47,31,5,2,1,,2,4,1,1,1,1,1,2,2,2,20,4,1,1,3,2,1,1,2,2,1,2,2,1,2,1,1,1,6,1,10,1,1,2,7,Baja California,167,1
"10,087,059",2,46,Guarderia Infantil Carrusel,1,14,9,15,6,9,6,17,28,4,1,1,,1,1,1,1,1,1,1,1,2,2,99,99,1,2,3,2,1,1,1,3,1,2,2,4,6,1,1,1,1,998,10,1,1,2,8,Baja California,167,1
"10,087,060",2,46,Guarderia Infantil Carrusel,1,14,9,15,6,23,6,32,30,5,1,2,1,,2,1,1,1,1,1,1,1,1,99,2,1,5,2,1,1,1,1,2,1,2,2,3,4,1,1,1,1,4,9,1,2,1,6,Baja California,167,1
"10,087,061",2,46,Guarderia Infantil Carrusel,1,14,9,15,6,41,6,49,48,5,2,1,,1,1,1,1,1,1,1,1,1,1,23,3,99,1,2,2,1,1,1,3,1,1,2,4,6,1,1,1,1,2,9,1,2,1,7,Baja California,167,1
"9,225,081",2,51,El Camino al Arca,1,21,9,15,7,11,7,19,25,5,2,1,,1,2,1,1,1,1,1,2,2,2,15,3,97,2,4,2,1,1,1,2,2,1,2,2,4,1,1,1,2,2,9,1,2,1,7,Baja California,154,1
"9,225,082",2,51,El Camino al Arca,1,21,9,15,7,21,7,32,28,5,1,1,,1,1,1,1,1,1,1,2,2,2,20,3,1,2,3,2,1,1,1,1,2,1,2,2,3,1,1,1,2,2,9,1,2,1,6,Baja California,154,1
"9,225,083",2,51,El Camino al Arca,1,21,9,15,7,36,7,46,37,5,2,1,,1,1,1,1,1,1,1,2,2,2,15,2,1,7,,,1,1,1,1,1,1,2,3,5,1,1,1,1,2,9,2,2,1,7,Baja California,154,1
"9,225,084",2,51,El Camino al Arca,1,21,9,15,8,52,8,59,27,5,2,1,,1,2,1,1,1,1,1,1,2,2,20,3,1,2,3,2,1,1,1,1,2,2,2,2,5,1,1,1,2,2,9,1,2,1,9,Baja California,154,1
"9,225,086",2,51,El Camino al Arca,1,21,9,15,9,21,9,30,34,5,2,1,,1,2,1,1,1,1,1,2,2,2,20,3,1,3,3,2,1,1,1,1,2,2,2,3,6,1,1,1,1,2,9,1,2,1,5,Baja California,154,1
"9,225,089",2,51,El Camino al Arca,1,21,9,15,9,45,9,53,36,5,2,1,,1,1,1,1,1,1,1,2,2,2,12,3,1,2,3,2,1,1,1,5,2,2,2,2,5,1,1,1,2,2,9,2,2,1,7,Baja California,154,1
"9,225,090",2,51,El Camino al Arca,1,21,9,15,10,12,10,21,31,5,2,1,,1,2,1,1,1,1,1,1,2,2,20,3,1,2,3,2,1,1,1,4,2,2,2,2,4,1,1,1,3,2,9,1,1,2,9,Baja California,154,1
"9,225,092",2,51,El Camino al Arca,1,21,9,15,12,15,12,25,32,5,2,1,,1,1,1,1,1,1,1,2,2,2,15,2,1,2,3,2,1,1,1,5,2,2,2,2,5,1,1,1,1,2,9,1,2,1,9,Baja California,154,1
"9,225,094",2,51,El Camino al Arca,1,21,9,15,14,0,14,12,24,5,2,1,,1,2,1,1,1,1,1,2,2,2,15,3,1,2,3,2,1,1,1,5,2,1,2,2,4,1,1,1,1,2,9,1,2,1,7,Baja California,154,1
"9,225,095",2,51,El Camino al Arca,1,21,9,15,14,30,14,37,37,5,2,1,,1,1,1,1,1,1,1,2,2,2,18,3,1,2,3,2,1,1,1,1,2,1,2,2,3,1,1,1,2,2,9,2,2,1,9,Baja California,154,1
"9,225,097",2,51,El Camino al Arca,1,21,9,15,15,15,15,23,29,5,2,1,,1,1,1,1,1,1,1,1,2,2,15,3,97,2,3,2,1,1,1,1,2,2,2,2,4,1,1,1,2,1,8,1,2,1,5,Baja California,154,1
"9,566,097",2,51,El Camino al Arca,1,21,9,15,7,39,7,45,24,5,2,1,,2,3,1,1,1,1,1,2,2,2,18,3,97,7,,,1,1,1,1,2,2,2,2,4,1,1,1,1,1,8,2,2,1,6,Baja California,154,1
"9,566,098",2,51,El Camino al Arca,1,21,9,15,7,50,7,57,27,5,2,1,,1,1,1,1,1,1,1,2,2,2,20,4,1,1,3,2,1,1,1,1,2,2,2,2,4,1,1,1,1,2,9,2,1,2,6,Baja California,154,1
"9,566,099",2,51,El Camino al Arca,1,21,9,15,8,52,8,58,23,5,2,1,,1,1,1,1,1,1,1,2,2,2,19,4,1,7,,,1,1,1,1,2,2,2,1,1,1,1,1,1,2,9,2,2,1,4,Baja California,154,1
"9,566,100",2,51,El Camino al Arca,1,21,9,15,9,14,9,22,29,5,2,1,,1,1,1,1,1,1,1,2,2,2,20,3,1,2,3,2,1,1,1,1,2,2,2,2,4,1,1,1,1,2,9,2,2,1,5,Baja California,154,1
"9,566,102",2,51,El Camino al Arca,1,21,9,15,10,16,10,21,24,5,2,1,,1,1,1,1,1,1,1,2,2,2,20,4,97,2,3,2,1,1,1,4,2,2,2,2,3,1,1,1,3,1,9,2,1,2,6,Baja California,154,1
"9,566,103",2,51,El Camino al Arca,1,21,9,15,11,0,11,6,28,5,2,1,,1,1,1,1,1,1,1,2,2,2,20,3,97,7,,,1,1,1,2,2,2,2,2,3,1,1,1,1,2,9,2,1,2,6,Baja California,154,1
"9,566,104",2,51,El Camino al Arca,1,21,9,15,13,39,13,45,26,5,2,1,,1,1,1,1,1,1,1,2,2,2,19,3,97,7,,,1,2,1,4,2,2,2,2,3,1,1,1,1,1,9,2,2,1,6,Baja California,154,1
"9,566,105",2,51,El Camino al Arca,1,21,9,15,14,42,14,49,29,5,1,1,,1,1,1,1,1,1,1,2,2,2,20,4,97,2,3,2,1,1,1,2,2,2,2,2,4,1,1,1,1,1,9,2,2,1,5,Baja California,154,1
"9,566,106",2,51,El Camino al Arca,1,21,9,15,15,18,15,24,24,5,2,1,,1,1,1,1,1,1,1,2,2,2,20,3,1,7,,,1,2,1,4,2,2,2,1,1,1,1,1,3,2,9,2,1,2,6,Baja California,154,1
"9,225,056",2,61,Desarrollo Infantil Estrella Montessori,1,14,9,15,9,34,9,45,28,5,2,1,,1,2,1,1,1,1,1,1,2,2,15,2,2,2,3,2,1,1,1,1,2,1,2,2,4,1,1,1,1,2,9,1,2,1,6,Baja California,179,1
"9,225,057",2,61,Desarrollo Infantil Estrella Montessori,1,14,9,15,9,57,10,6,19,5,2,1,,1,1,1,1,1,1,1,2,2,2,20,3,1,7,,,1,1,1,1,1,1,2,2,5,1,1,1,3,2,9,1,2,1,7,Baja California,179,1
"9,225,058",2,61,Desarrollo Infantil Estrella Montessori,1,14,9,15,12,58,13,10,39,5,1,1,,1,1,1,1,1,1,1,1,2,2,20,3,1,2,3,97,1,1,1,2,2,1,2,2,5,1,1,1,1,2,9,1,1,2,7,Baja California,179,1
"9,225,059",2,61,Desarrollo Infantil Estrella Montessori,1,14,9,15,16,26,16,33,36,5,2,1,,1,1,1,1,1,1,1,2,2,2,19,2,97,6,,,1,1,1,1,2,1,2,1,5,1,1,1,1,2,9,1,2,1,9,Baja California,179,1
"9,225,061",2,61,Desarrollo Infantil Estrella Montessori,1,14,9,15,16,52,16,58,26,5,2,1,,1,2,1,1,1,1,1,1,2,2,18,3,1,2,3,2,1,1,1,3,2,2,2,1,4,1,1,1,1,2,9,1,2,1,7,Baja California,179,1
"9,225,062",2,61,Desarrollo Infantil Estrella Montessori,1,14,9,15,17,12,17,24,28,5,2,1,,1,1,1,1,1,1,1,2,2,2,12,3,1,7,,,1,1,1,1,2,1,2,3,6,1,1,1,1,2,9,1,2,1,9,Baja California,179,1
"9,336,054",2,61,Desarrollo Infantil Estrella Montessori,1,14,9,15,7,4,7,11,25,5,2,1,,1,2,1,1,1,1,1,1,2,2,15,2,97,2,3,2,1,1,1,1,1,1,2,3,4,1,1,1,1,2,9,2,2,1,8,Baja California,179,1
"9,336,056",2,61,Desarrollo Infantil Estrella Montessori,1,14,9,15,7,34,7,39,28,5,2,1,,1,1,1,1,1,1,1,2,2,2,18,4,1,3,3,1,1,1,1,1,2,1,2,2,3,1,1,1,2,2,10,1,2,1,9,Baja California,179,1
"9,336,059",2,61,Desarrollo Infantil Estrella Montessori,1,14,9,15,7,53,7,59,28,5,2,1,,1,1,1,1,1,1,1,2,2,2,18,3,1,2,3,2,1,1,1,2,2,1,2,3,6,1,1,1,1,2,9,1,1,2,9,Baja California,179,1
"9,336,060",2,61,Desarrollo Infantil Estrella Montessori,1,14,9,15,8,1,8,10,25,5,2,1,,1,1,1,1,1,1,1,2,2,2,18,2,97,7,,,1,1,1,1,2,1,2,1,1,1,1,1,1,1,9,1,1,2,7,Baja California,179,1
"9,336,061",2,61,Desarrollo Infantil Estrella Montessori,1,14,9,15,8,13,8,21,30,5,2,1,,1,2,1,1,1,1,1,2,2,2,15,3,1,7,,,1,1,1,1,2,1,2,2,4,1,1,1,1,2,10,2,2,1,7,Baja California,179,1
"9,336,063",2,61,Desarrollo Infantil Estrella Montessori,1,14,9,15,8,35,8,42,36,5,2,1,,1,1,1,1,1,1,1,1,2,2,15,3,99,2,4,2,1,1,1,1,2,1,2,2,5,1,1,1,1,2,9,2,2,1,9,Baja California,179,1
"9,336,064",2,61,Desarrollo Infantil Estrella Montessori,1,14,9,15,8,52,9,0,36,5,2,1,,1,1,1,1,1,1,1,1,1,1,20,3,1,3,3,2,1,1,1,1,2,2,2,2,4,1,1,1,1,2,9,2,2,1,7,Baja California,179,1
"9,336,065",2,61,Desarrollo Infantil Estrella Montessori,1,14,9,15,9,7,9,17,42,5,2,1,,1,1,1,1,1,1,1,2,2,2,15,2,1,7,,,1,1,1,1,2,2,2,3,6,1,1,1,2,2,9,2,2,1,5,Baja California,179,1
"9,336,068",2,61,Desarrollo Infantil Estrella Montessori,1,14,9,15,16,4,16,11,36,5,2,1,,1,1,1,1,1,1,1,1,2,2,18,3,1,2,3,2,1,1,1,3,2,1,2,2,5,1,1,1,1,2,9,2,2,1,7,Baja California,179,1
"9,566,064",2,61,Desarrollo Infantil Estrella Montessori,1,14,9,15,10,4,10,13,33,5,2,1,,1,1,1,1,1,1,1,2,2,2,15,3,1,5,97,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,9,1,2,1,8,Baja California,179,1
"9,566,065",2,61,Desarrollo Infantil Estrella Montessori,1,14,9,15,10,15,10,21,28,5,2,1,,1,1,1,1,1,1,1,2,2,2,20,3,1,3,3,2,1,1,1,1,2,1,2,2,6,1,1,1,1,2,9,1,1,2,5,Baja California,179,1
"9,566,067",2,61,Desarrollo Infantil Estrella Montessori,1,14,9,15,13,13,13,22,29,5,2,1,,1,1,1,1,1,1,1,2,2,2,15,3,1,1,3,2,2,1,1,1,2,2,2,1,7,1,1,1,1,2,9,2,2,1,7,Baja California,179,1
"9,566,068",2,61,Desarrollo Infantil Estrella Montessori,1,14,9,15,16,17,16,24,32,5,2,1,,1,1,1,1,1,1,1,1,2,2,15,2,1,7,,,1,1,1,1,2,1,2,3,6,1,1,1,1,2,9,1,1,2,9,Baja California,179,1
"9,566,069",2,61,Desarrollo Infantil Estrella Montessori,1,14,9,15,16,26,16,32,23,5,2,1,,1,2,1,1,1,1,1,2,2,2,15,3,1,7,,,1,1,1,1,99,2,2,2,4,1,1,1,2,2,9,1,2,1,8,Baja California,179,1
"9,566,070",2,61,Desarrollo Infantil Estrella Montessori,1,14,9,15,16,34,16,39,32,5,2,1,,1,1,1,1,1,1,1,1,1,1,20,3,1,7,,,1,1,1,1,1,2,2,3,5,1,1,1,1,2,9,1,2,1,9,Baja California,179,1
"8,443,049",2,62,La Magia de Disney,1,24,9,15,7,46,7,53,41,3,2,99,,,,1,1,1,1,1,2,2,2,99,3,1,99,,,1,1,1,1,1,2,2,3,4,1,1,1,1,3,9,2,3,2,5,Baja California,119,1
"8,443,052",2,62,La Magia de Disney,1,24,9,15,8,20,8,27,29,5,1,1,,1,2,1,1,1,1,1,1,2,2,20,4,99,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,9,1,2,1,6,Baja California,119,1
"8,443,058",2,62,La Magia de Disney,1,24,9,15,11,9,11,14,41,5,2,1,,1,1,1,1,1,1,1,1,2,1,18,4,1,7,,,1,1,1,1,1,1,2,2,2,1,1,1,1,2,10,1,2,1,6,Baja California,119,1
"10,087,087",2,62,La Magia de Disney,1,24,9,15,6,23,6,36,25,5,3,1,,1,1,1,2,1,1,3,2,2,2,99,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,7,5,9,1,2,1,7,Baja California,119,1
